id_rank,CREDIT_FLAG,PROVINCE,SEX,AGE,occupation,mobile_fixed_days,adr_stability_days,consume_steady_byxs_1y,use_mobile_2_cnt_1y,activity_area_stability,last_1y_total_active_biz_cnt,have_car_flag,have_fang_flag,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,avg_puc_sdm_last_1y,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,positive_biz_cnt_1y,ovd_order_cnt_1m,ovd_order_amt_1m,ovd_order_cnt_3m,ovd_order_amt_3m,ovd_order_cnt_6m,ovd_order_amt_6m,ovd_order_cnt_12m,ovd_order_amt_12m,ovd_order_c0t_3m_m1_status,ovd_order_c0t_6m_m1_status,ovd_order_c0t_12m_m1_status,ovd_order_c0t_12m_m3_status,ovd_order_c0t_12m_m6_status,ovd_order_c0t_21_m3_status,ovd_order_c0t_21_m6_status,ovd_order_c0t_51_m3_status,ovd_order_c0t_51_m6_status,relevant_stability,sns_pii
25497,0,5,0,1,3,5,3,10,2,2,7,1,1,3,3,3,2,8,9,8,3,3,3,1,9,9,9,4,5,5,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
6960,1,0,1,1,1,7,7,4,1,3,10,1,1,6,5,6,5,8,7,6,10,10,9,5,9,7,8,1,1,2,6,6,6,6,10,9,7,4,1,1,1,1,1,1,2,4,0,0,1,0,0,0,0,0,0,4,8
9088,1,0,1,2,0,9,7,4,2,2,5,1,1,3,3,3,4,5,4,6,9,8,9,1,3,1,1,1,1,2,1,1,2,2,4,5,8,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
10534,1,0,0,3,0,2,2,1,1,2,2,0,0,1,1,1,1,2,2,4,2,3,6,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
11481,1,0,0,1,0,2,2,10,2,3,2,0,0,2,2,2,2,2,2,3,2,2,5,1,6,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
15587,1,0,1,2,0,10,7,3,1,6,8,0,1,13,14,14,13,7,7,8,10,10,9,4,6,5,5,1,2,2,4,3,3,3,10,9,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
16364,1,0,0,2,8,10,10,9,2,3,4,1,1,6,6,7,5,4,5,8,5,3,5,1,2,1,1,1,1,2,1,1,1,1,1,2,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
16428,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
17763,1,0,1,2,0,8,7,6,1,5,4,0,1,6,6,7,7,2,2,2,3,3,2,1,4,1,1,2,2,3,4,3,3,3,7,5,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
17880,1,0,1,2,1,7,8,10,1,5,3,1,1,4,2,2,5,3,2,4,4,4,7,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
18498,1,0,1,2,5,3,8,9,2,3,6,1,1,3,2,2,3,8,9,11,6,7,8,1,9,7,8,1,1,2,3,3,3,3,7,5,5,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
19129,1,0,0,2,0,6,4,8,1,2,3,1,1,2,2,2,2,4,4,5,8,7,8,1,3,3,2,1,2,3,4,4,4,4,6,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
275,1,0,0,1,0,5,4,10,1,4,9,0,0,5,5,4,4,8,9,8,2,3,5,1,4,6,4,1,2,3,1,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
769,1,1,1,4,5,4,3,3,1,3,2,0,1,4,4,3,4,2,2,2,2,2,4,1,7,1,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
21843,0,1,1,1,0,6,4,9,1,3,8,1,1,2,2,2,3,8,6,3,7,7,5,6,4,8,9,1,3,3,1,1,1,1,1,2,5,1,2,3,3,6,3,6,3,6,1,1,1,0,0,0,0,0,0,6,5
22031,0,4,0,2,1,6,4,5,1,4,10,1,1,5,5,5,5,9,10,12,9,9,9,3,6,8,6,3,4,4,7,9,7,6,10,7,3,1,2,4,2,4,2,4,2,4,1,1,1,0,0,0,0,0,0,7,7
2773,1,3,0,1,4,2,2,8,3,4,7,1,0,6,6,7,5,5,6,8,5,7,8,1,2,9,5,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,7
2859,1,3,1,2,0,6,6,2,3,2,7,0,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,3
23871,0,4,0,1,0,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
24150,0,4,0,2,0,10,4,3,2,4,6,0,1,2,2,3,2,10,9,9,4,5,7,1,7,10,9,2,4,4,2,2,2,2,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
24529,0,6,1,1,0,3,2,9,2,3,6,1,0,2,3,3,2,6,2,4,5,4,5,1,10,6,5,2,2,3,1,1,1,2,4,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
5287,1,4,0,2,0,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
7560,1,0,0,1,0,10,5,6,1,8,10,0,0,2,3,4,2,5,6,7,7,7,8,2,6,7,7,1,2,2,1,2,2,2,5,5,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,8
7782,1,0,1,1,1,9,4,2,1,4,5,0,1,9,9,9,8,3,3,4,5,5,5,1,4,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2
8277,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8612,1,0,1,2,2,9,9,4,1,3,6,1,1,3,2,2,3,3,2,2,3,3,3,5,4,1,1,1,1,1,3,2,3,3,8,7,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,7
9131,1,0,1,2,0,4,1,9,1,1,8,0,1,8,9,9,8,3,3,4,3,2,1,1,6,4,4,1,2,3,1,1,2,2,2,5,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
10109,1,0,0,1,0,8,5,3,2,2,3,1,0,1,1,1,2,5,6,4,4,5,5,1,7,10,10,1,2,2,6,7,8,8,10,9,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3
12015,1,0,0,2,0,6,9,6,1,3,5,1,1,2,1,1,2,3,2,3,5,3,5,1,6,1,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,3
12611,1,0,0,2,0,2,5,8,2,3,4,0,1,9,9,9,1,2,2,3,3,4,4,1,3,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
12649,1,0,0,2,1,2,5,8,2,3,7,0,1,2,2,1,2,2,3,4,2,2,2,1,2,3,2,1,2,3,3,3,3,3,7,6,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,4
14641,1,0,0,1,3,6,2,10,2,3,6,1,1,8,6,2,8,8,9,3,2,2,4,1,10,3,3,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2
16237,1,0,1,1,0,3,2,9,1,2,4,0,0,2,2,2,2,4,6,5,2,3,6,1,6,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
20019,1,0,1,1,4,2,4,3,3,10,7,1,1,5,4,2,7,10,10,9,8,8,8,1,4,10,8,1,1,2,3,8,9,8,10,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
20304,1,0,0,2,5,10,10,8,1,3,7,1,1,9,9,9,8,9,9,10,5,5,7,1,8,3,2,1,1,1,4,3,3,3,7,8,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
514,1,6,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
1743,1,1,1,1,1,2,8,5,2,6,10,1,0,8,8,9,8,6,7,8,5,5,5,2,4,7,9,2,2,3,3,3,3,4,7,5,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
21783,0,1,0,1,0,8,5,10,2,3,4,0,0,2,2,2,2,2,2,3,2,3,6,1,3,3,3,4,4,4,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
21795,0,1,0,1,0,5,2,10,2,2,8,0,0,3,4,3,3,7,8,8,9,10,10,1,2,7,4,4,4,5,2,3,2,2,4,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
2659,1,3,1,1,4,4,3,6,2,3,6,0,0,5,5,5,4,3,3,4,4,3,4,1,2,5,4,2,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
2803,1,3,0,2,1,3,2,9,1,3,7,0,0,8,5,5,7,6,6,7,4,5,5,2,7,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,3
22423,0,6,0,1,0,3,2,9,2,2,8,0,0,6,4,5,5,10,9,11,4,3,5,1,5,6,5,3,5,5,4,3,4,3,7,5,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
22537,0,6,0,1,2,3,2,5,4,2,10,0,1,3,3,2,2,7,8,1,9,10,1,1,3,10,10,1,1,3,1,1,1,4,5,7,7,1,2,2,2,2,3,3,4,4,1,1,1,1,0,1,0,1,0,8,9
24968,0,6,0,4,0,2,2,6,3,3,6,0,1,2,2,2,2,3,3,4,3,2,3,1,9,4,4,2,2,2,2,3,3,2,5,4,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2
5647,1,0,0,2,0,9,2,9,2,3,7,1,1,4,4,3,3,5,7,9,4,4,7,1,9,5,8,1,1,1,6,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,3
7927,1,0,0,2,3,10,9,9,1,2,7,1,1,7,7,7,7,2,2,3,4,3,4,1,5,3,5,1,1,1,1,1,1,2,2,2,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7
8333,1,0,1,2,0,9,8,9,1,3,8,0,1,4,2,2,8,5,2,3,8,2,2,2,10,4,5,2,3,3,3,2,2,3,10,7,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,5
8790,1,0,1,2,1,10,9,7,1,4,8,1,1,14,15,15,11,7,8,7,10,10,9,5,4,2,2,2,2,2,7,5,4,4,6,6,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
10578,1,0,0,2,0,3,6,2,4,4,7,0,1,6,5,5,5,4,4,6,7,7,8,1,5,3,5,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
11006,1,0,0,1,0,9,7,7,1,3,8,1,1,6,5,3,6,6,5,5,9,8,9,1,6,7,7,1,1,2,1,4,4,3,6,5,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,8
12774,1,0,0,1,2,4,2,2,2,5,5,1,1,2,3,3,2,4,5,5,6,8,9,1,5,9,8,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
12932,1,0,1,2,0,7,3,9,1,3,4,0,0,2,2,2,2,5,7,3,3,3,5,1,4,4,4,2,2,2,3,3,3,3,8,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1
14667,1,0,0,1,0,10,8,9,2,4,8,0,0,15,15,15,15,5,7,3,5,4,4,1,9,6,6,1,1,1,3,2,3,3,7,6,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
14974,1,0,1,1,0,7,5,9,2,6,10,0,1,8,7,7,8,7,6,7,5,6,7,3,6,5,6,1,1,1,4,4,4,4,10,9,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
15124,1,0,0,1,0,2,1,8,1,1,3,0,0,1,1,2,1,2,2,3,2,2,2,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
1424,1,1,1,1,0,7,8,3,1,2,10,1,1,7,7,7,7,10,10,10,8,9,10,6,3,9,8,1,3,3,4,4,4,3,6,5,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,8
1513,1,1,0,1,1,8,4,2,1,2,10,0,0,2,2,2,2,5,6,7,5,6,7,1,5,8,7,3,3,4,4,3,3,3,8,9,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
2462,1,4,0,1,0,7,10,3,1,4,10,1,1,6,6,3,5,14,13,11,10,10,10,2,4,6,6,4,4,4,5,5,6,7,10,8,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,9
2671,1,3,0,1,0,4,3,3,2,4,4,0,0,3,3,3,2,2,2,2,3,2,3,1,2,6,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,3
2855,1,3,0,1,4,4,1,4,1,1,6,0,0,6,7,7,6,5,6,8,5,6,8,1,3,7,6,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
22281,0,3,1,1,0,3,5,6,2,5,7,1,0,3,3,3,3,4,5,5,7,8,7,1,2,6,4,3,4,4,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,3,3
23236,0,4,0,1,1,4,3,8,2,7,9,0,0,6,5,5,6,9,9,8,10,9,9,4,9,9,9,3,4,4,10,10,9,7,9,6,4,2,1,1,1,1,2,3,2,3,0,1,1,0,0,0,0,0,0,8,8
23723,0,5,0,1,0,2,8,5,3,6,6,1,0,7,7,5,6,6,6,6,8,7,7,1,4,10,9,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
24350,0,4,0,2,0,6,2,4,2,2,3,1,0,3,2,1,3,2,2,1,4,2,1,1,10,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,4,4,4,4,4,4,1,1,1,0,0,0,0,0,0,2,1
5520,1,0,1,1,1,6,6,3,1,4,8,0,0,5,4,3,5,8,8,8,7,8,7,2,5,3,3,1,1,2,3,3,4,4,10,9,7,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
6884,1,0,0,1,0,4,3,7,1,2,4,1,0,1,1,1,2,2,2,4,2,2,2,1,10,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
7296,1,0,0,1,3,10,6,8,1,4,4,1,0,1,1,1,2,5,4,5,9,7,8,3,9,4,4,1,1,1,3,4,4,3,4,4,9,1,1,1,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,2,4
7595,1,0,0,1,1,8,10,8,2,3,10,1,0,11,12,12,10,15,15,11,5,4,5,1,6,3,3,2,2,2,10,10,10,9,10,10,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,9
10321,1,0,0,2,0,9,8,7,1,2,6,1,1,7,7,7,7,2,2,2,3,3,3,1,2,1,1,1,3,3,1,1,1,1,1,2,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1
11561,1,0,1,1,0,4,1,2,2,1,6,0,0,3,3,4,3,6,6,8,2,2,2,1,2,6,4,1,1,1,2,2,2,2,9,6,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
12914,1,0,1,0,4,2,2,7,2,3,4,0,0,2,2,2,2,3,4,5,4,4,3,1,2,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2
13044,1,0,1,2,0,10,10,10,3,4,9,1,1,8,7,3,8,8,4,6,6,6,7,1,5,5,4,1,1,2,1,1,2,2,5,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,8
13191,1,0,0,1,4,5,3,6,4,6,8,0,0,7,6,5,7,5,5,6,7,5,6,1,2,10,8,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,8
15173,1,0,0,2,0,10,9,2,2,3,6,1,1,7,7,6,7,11,10,11,9,10,11,1,4,4,4,1,1,1,1,1,1,1,1,3,9,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
15404,1,0,1,2,0,7,5,10,2,5,4,1,1,8,7,5,8,6,5,3,3,2,4,2,3,6,4,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
16220,1,0,1,2,3,5,8,4,2,7,7,1,0,8,9,9,9,6,7,8,8,8,9,4,9,6,9,1,1,1,1,5,5,7,9,9,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,9
17573,1,0,0,2,0,8,3,6,2,2,6,1,1,8,8,8,7,8,9,8,6,8,10,1,8,3,4,1,3,3,8,8,7,7,9,6,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,3
19255,1,0,0,4,0,10,10,10,1,2,6,1,1,10,12,13,9,7,8,7,3,4,4,2,9,2,2,1,3,3,2,2,2,2,3,3,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
19766,1,0,0,1,0,9,1,7,1,1,4,0,0,2,3,4,2,7,8,9,2,2,5,1,1,1,1,1,1,1,3,3,2,2,5,4,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
19780,1,0,0,2,1,7,2,2,2,6,6,0,1,3,2,2,5,7,6,8,5,5,5,1,5,4,5,1,1,2,4,4,4,5,10,8,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
1560,1,1,0,1,2,9,8,4,1,5,7,0,1,7,6,3,6,6,7,9,7,9,11,1,3,2,2,1,1,1,7,4,4,3,5,7,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
2255,1,1,0,1,0,4,8,2,1,2,9,1,1,2,2,2,2,5,5,4,9,9,7,1,5,10,6,1,3,3,4,6,6,5,10,9,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
22230,0,3,0,2,0,4,2,6,1,5,6,0,1,2,2,1,2,10,11,13,4,5,4,4,5,10,10,3,4,4,10,8,7,6,10,7,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
3324,0,5,0,2,0,2,1,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
23377,0,4,0,1,2,5,4,10,1,2,5,1,1,2,2,2,2,3,2,2,5,2,2,1,10,4,5,4,5,5,1,1,1,1,1,1,5,1,3,4,5,5,7,5,7,5,1,1,1,1,1,1,1,1,1,3,2
6195,1,0,1,1,0,10,9,2,2,5,7,1,1,4,4,4,6,7,7,7,10,10,10,4,7,5,7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,8
7283,1,0,1,1,0,6,4,10,1,4,7,1,1,9,10,10,9,10,13,15,8,7,9,1,9,6,7,1,2,3,1,1,1,1,1,3,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4
10082,1,0,1,2,0,6,8,10,1,6,7,1,1,14,14,15,14,9,10,10,5,6,4,1,4,2,2,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,5
12637,1,0,0,2,3,10,8,5,2,5,8,1,1,9,9,9,9,6,6,4,9,9,7,1,8,2,2,1,2,3,4,4,4,4,9,10,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,8
12698,1,0,0,3,3,9,7,2,1,3,3,1,1,2,2,2,3,2,2,2,3,2,2,1,7,5,6,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3
13744,1,0,0,2,0,10,9,10,2,10,10,1,1,10,10,9,10,12,15,15,14,15,15,8,5,7,7,1,2,2,7,7,5,4,8,10,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
14378,1,0,0,1,0,10,9,7,1,2,9,1,0,6,7,8,6,8,8,9,9,9,9,1,3,10,10,1,3,4,8,9,8,7,9,7,7,2,1,1,2,11,3,13,4,14,1,1,1,0,0,0,0,0,0,3,8
15646,1,0,0,2,0,2,10,4,2,2,3,1,1,3,3,3,2,3,3,5,5,6,8,1,3,7,5,2,2,2,1,1,1,1,1,3,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
16257,1,0,1,2,5,10,9,8,1,3,7,1,1,15,15,15,15,3,3,4,4,5,7,1,4,6,6,1,2,2,1,1,1,1,1,3,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4
20703,0,0,1,1,0,2,6,9,4,5,7,0,1,2,2,2,2,2,3,3,4,5,5,1,3,6,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
21015,0,6,0,2,0,3,2,1,2,2,2,0,0,1,1,1,1,2,2,2,2,2,3,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
1836,1,1,0,1,0,6,4,9,2,3,7,0,1,9,8,8,8,8,9,8,8,10,10,1,9,4,5,2,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
22879,0,5,0,1,0,9,2,10,1,4,6,0,0,6,6,7,6,10,6,8,5,3,4,1,5,10,8,2,3,3,4,4,4,3,9,7,9,1,2,2,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,4,9
23467,0,4,0,2,2,2,2,8,1,2,4,0,1,1,2,1,2,3,1,1,4,1,1,1,4,3,3,2,2,2,1,1,1,1,1,1,2,1,2,2,4,4,4,4,4,4,1,1,1,1,0,1,0,1,0,4,1
23539,0,4,0,2,0,4,2,5,2,3,2,0,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
23822,0,5,1,2,0,2,9,9,3,5,6,0,1,3,4,3,4,8,7,8,6,6,5,1,9,7,8,2,2,3,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,6
24565,0,6,0,2,0,6,6,5,2,4,8,1,1,3,2,3,3,4,4,6,5,5,5,1,8,9,8,3,3,4,1,1,1,1,1,3,5,1,1,1,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,5,3
4844,1,6,0,1,3,6,8,4,2,2,10,1,0,6,6,5,6,14,14,12,15,15,12,4,10,8,10,3,3,4,10,10,10,9,10,8,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,9
24932,0,6,0,1,0,3,5,9,2,3,6,1,0,2,2,2,2,2,2,2,3,3,3,1,2,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,5
6769,1,0,0,2,0,5,4,10,2,3,7,1,1,4,3,2,4,4,5,3,5,5,5,2,2,7,4,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
8119,1,0,1,1,1,6,6,4,1,3,3,1,0,2,2,2,2,3,3,3,5,5,5,1,6,3,3,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
57,1,0,0,1,0,6,10,4,2,2,5,0,1,7,7,6,7,3,3,5,5,6,8,1,3,3,4,1,2,2,3,3,2,2,5,6,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,2
9736,1,0,0,3,0,10,10,2,1,3,5,1,1,9,8,7,10,6,6,7,9,9,10,1,6,3,3,2,3,3,7,5,4,5,9,9,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
11673,1,0,1,1,0,2,3,9,2,2,7,0,0,5,6,5,5,6,5,7,4,3,5,1,9,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,5
12189,1,0,0,3,5,7,2,4,2,2,8,0,1,7,6,6,8,9,8,7,5,2,3,1,5,7,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
12957,1,0,0,4,3,10,10,5,1,4,5,1,1,7,6,6,7,5,6,7,9,9,9,1,5,9,8,2,2,3,7,5,4,4,7,8,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
13758,1,0,0,1,0,3,2,10,1,2,6,0,0,2,2,2,2,2,2,2,2,2,3,1,3,5,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
15002,1,0,0,2,0,9,1,7,1,1,4,1,1,2,2,3,2,2,3,5,2,2,3,1,10,8,9,1,1,1,5,4,5,5,10,9,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
